class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date,date_last_updated
Social,Social capital,Institutional trust: police,By region,Northland,2021,          80.900000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Auckland,2021,          78.700000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Waikato,2021,          81.800000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Bay of Plenty,2021,          82.000000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Gisborne/Hawke's Bay,2021,          69.800000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Taranaki,2021,          76.100000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Manawatū-Whanganui,2021,          76.500000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Wellington,2021,          79.600000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Nelson/Tasman/Marlborough/West Coast,2021,          80.900000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Canterbury,2021,          84.900000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Otago,2021,          83.900000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Southland,2021,          80.100000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Northland_lower,2021,          72.000000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Auckland_lower,2021,          75.300000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Waikato_lower,2021,          76.400000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Bay of Plenty_lower,2021,          76.000000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Gisborne/Hawke's Bay_lower,2021,          62.100000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Taranaki_lower,2021,          64.400000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Manawatū-Whanganui_lower,2021,          69.000000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Wellington_lower,2021,          74.500000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Nelson/Tasman/Marlborough/West Coast_lower,2021,          74.500000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Canterbury_lower,2021,          79.100000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Otago_lower,2021,          76.300000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Southland_lower,2021,          67.400000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Northland_upper,2021,          89.800000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Auckland_upper,2021,          82.000000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Waikato_upper,2021,          87.200000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Bay of Plenty_upper,2021,          88.100000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Gisborne/Hawke's Bay_upper,2021,          77.500000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Taranaki_upper,2021,          87.800000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Manawatū-Whanganui_upper,2021,          84.000000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Wellington_upper,2021,          84.700000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Nelson/Tasman/Marlborough/West Coast_upper,2021,          87.300000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Canterbury_upper,2021,          90.700000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Otago_upper,2021,          91.500000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By region,Southland_upper,2021,          92.800000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled,2016,          69.100000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled,2016,          80.600000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled_lower,2016,          65.900000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled_lower,2016,          79.500000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled_upper,2016,          72.300000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled_upper,2016,          81.700000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled,2018,          75.100000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled,2018,          81.800000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled_lower,2018,          71.200000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled_lower,2018,          80.700000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled_upper,2018,          79.000000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled_upper,2018,          82.900000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled,2021,          73.400000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled,2021,          80.800000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled_lower,2021,          67.600000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled_lower,2021,          78.900000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Disabled_upper,2021,          79.300000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: police,By disability status,Non-disabled_upper,2021,          82.700000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent,2014,          35.800000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent_lower,2014,          34.500000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent_upper,2014,          37.100000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent,2016,          37.900000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent_lower,2016,          36.600000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent_upper,2016,          39.200000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent,2018,          41.300000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent_lower,2018,          40.000000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent_upper,2018,          42.600000,Percent,2018,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent,2021,          41.400000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent_lower,2021,          39.200000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: parliament,Total,Percent_upper,2021,          43.700000,Percent,2021,29-07-22
Social,Social capital,Institutional trust: parliament,By age,15–24,2014,          45.900000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,25–34,2014,          35.100000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,35–44,2014,          35.900000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,45–54,2014,          30.100000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,55–64,2014,          31.800000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,65–74,2014,          35.900000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,75+,2014,          35.700000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,15–24_lower,2014,          42.400000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,25–34_lower,2014,          31.600000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,35–44_lower,2014,          32.700000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,45–54_lower,2014,          27.000000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,55–64_lower,2014,          28.200000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,65–74_lower,2014,          31.900000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,75+_lower,2014,          31.900000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,15–24_upper,2014,          49.400000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,25–34_upper,2014,          38.600000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,35–44_upper,2014,          39.100000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,45–54_upper,2014,          33.200000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,55–64_upper,2014,          35.400000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,65–74_upper,2014,          39.900000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,75+_upper,2014,          39.500000,Percent,2014,29-07-22
Social,Social capital,Institutional trust: parliament,By age,15–24,2016,          45.800000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: parliament,By age,25–34,2016,          37.800000,Percent,2016,29-07-22
Social,Social capital,Institutional trust: parliament,By age,35–44,2016,          34.700000,Percent,2016,29-07-22
